File Name, test_jesse thuis 
Wavelength, 390, 395, 400, 405, 410, 415, 420, 425, 430, 435, 440, 445, 450, 455, 460, 465, 470, 475, 480, 485, 490, 495, 500, 505, 510, 515, 520, 525, 530, 535, 540, 545, 550, 555, 560, 565, 570, 575, 580, 585, 590, 595, 600, 605, 610, 615, 620, 625, 630, 635, 640, 645, 650, 655, 660, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 715, 720, 725, 730, 735, 740, 745, 750, 755, 760
Spectrum, 0.02612842619419098, 0.027647992596030235, 0.030113596469163895, 0.032598115503787994, 0.03501201793551445, 0.037260133773088455, 0.039096515625715256, 0.04013804718852043, 0.04027361050248146, 0.04002559185028076, 0.040255580097436905, 0.041386064141988754, 0.04332805424928665, 0.04503099247813225, 0.04613102227449417, 0.04649081453680992, 0.045413464307785034, 0.04345621541142464, 0.0411422960460186, 0.03913503140211105, 0.03795912116765976, 0.037371519953012466, 0.037409741431474686, 0.03796850144863129, 0.038729000836610794, 0.03914915770292282, 0.03897809982299805, 0.03832671418786049, 0.03741678595542908, 0.03658364713191986, 0.03607838600873947, 0.03587792441248894, 0.03578077629208565, 0.035638559609651566, 0.035069987177848816, 0.034116316586732864, 0.03306833654642105, 0.03208346664905548, 0.03117857687175274, 0.030466141179203987, 0.029890988022089005, 0.029537683352828026, 0.0292397141456604, 0.02903301827609539, 0.02891618385910988, 0.028698040172457695, 0.028233973309397697, 0.0275435671210289, 0.026988249272108078, 0.026754388585686684, 0.02656181901693344, 0.026144234463572502, 0.025678366422653198, 0.024976154789328575, 0.02400815300643444, 0.022876935079693794, 0.022019706666469574, 0.02187611721456051, 0.02212853543460369, 0.0224770475178957, 0.02251133695244789, 0.02218770794570446, 0.021552879363298416, 0.020930254831910133, 0.02074628509581089, 0.020704077556729317, 0.02027364820241928, 0.019920924678444862, 0.019450441002845764, 0.01912657544016838, 0.019091974943876266, 0.01913478970527649, 0.019093889743089676, 0.018690239638090134, 0.017844123765826225
PPFD Spectrum, 0.0, 0.0, 0.10069986432790756, 0.1103707030415535, 0.12000719457864761, 0.12927031517028809, 0.13727568089962006, 0.14261047542095184, 0.14477556943893433, 0.14555706083774567, 0.148076131939888, 0.15396443009376526, 0.16300013661384583, 0.1712888926267624, 0.17740145325660706, 0.18072839081287384, 0.17843858897686005, 0.17256462574005127, 0.16509580612182617, 0.1586768925189972, 0.155495747923851, 0.15465082228183746, 0.15637272596359253, 0.16029542684555054, 0.16512496769428253, 0.16855278611183167, 0.16944558918476105, 0.16821594536304474, 0.16578629612922668, 0.16362401843070984, 0.16287226974964142, 0.16346700489521027, 0.1645200103521347, 0.16535578668117523, 0.16418364644050598, 0.16114501655101776, 0.15757723152637482, 0.15422523021697998, 0.15117868781089783, 0.1489977091550827, 0.1474343091249466, 0.14692634344100952, 0.14666640758514404, 0.14684319496154785, 0.1474609673023224, 0.147548109292984, 0.14634233713150024, 0.14391513168811798, 0.14214171469211578, 0.142028346657753, 0.14211635291576385, 0.14097493886947632, 0.13953624665737152, 0.13676442205905914, 0.1324673891067505, 0.1271820366382599, 0.1233367845416069, 0.12344692647457123, 0.12579630315303802, 0.1287170648574829, 0.12985439598560333, 0.12891502678394318, 0.1261274516582489, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Photopic Lux, 2477
Cyanopic Lux, 3047
Melanopic Lux, 2919
Rhodopic Lux, 2847
Chloropic Lux, 2639
Erythropic Lux, 2460
PPFD, 45
PPFD-R, 14
PPFD-G, 17
PPFD-B, 16
CCT, 7693
CRI, 99
XYZ, 2357, 2477, 3103
xy, 0.2970, 0.3121
uv, 0.1931, 0.4567

File Name, test_jesse thuis 
Device Address, FD:F6:CE:B9:1D:66
Sensor ID, C9-96-74-54-73
Modify Time, 2020-04-13 13:46:24
Is Saturate, not
Integration Time(ms), 2.403
Wavelength, 390, 395, 400, 405, 410, 415, 420, 425, 430, 435, 440, 445, 450, 455, 460, 465, 470, 475, 480, 485, 490, 495, 500, 505, 510, 515, 520, 525, 530, 535, 540, 545, 550, 555, 560, 565, 570, 575, 580, 585, 590, 595, 600, 605, 610, 615, 620, 625, 630, 635, 640, 645, 650, 655, 660, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 715, 720, 725, 730, 735, 740, 745, 750, 755, 760
Spectrum, 0.030985580757260323, 0.03291494399309158, 0.03590710833668709, 0.03888038173317909, 0.04166612774133682, 0.044209856539964676, 0.04651039093732834, 0.04773389920592308, 0.047882892191410065, 0.04812859371304512, 0.04915939271450043, 0.05082632973790169, 0.05328768119215965, 0.055326223373413086, 0.0567837692797184, 0.05749422311782837, 0.05684594810009003, 0.05516248568892479, 0.05267171934247017, 0.050258297473192215, 0.048563152551651, 0.04766220226883888, 0.04750514030456543, 0.04797125235199928, 0.0489116795361042, 0.04963391646742821, 0.049731384962797165, 0.04922659322619438, 0.048288099467754364, 0.04731518030166626, 0.04663068428635597, 0.04639174044132233, 0.04661324620246887, 0.04692135751247406, 0.04651636630296707, 0.04521409049630165, 0.043444499373435974, 0.04172110930085182, 0.0402904748916626, 0.03945578634738922, 0.03906967118382454, 0.039053965359926224, 0.03898908197879791, 0.03896813467144966, 0.03882357478141785, 0.03854559734463692, 0.03798031061887741, 0.03710993006825447, 0.03630165755748749, 0.03575141355395317, 0.035284411162137985, 0.0348089337348938, 0.034360338002443314, 0.03383323922753334, 0.03317695111036301, 0.03220183774828911, 0.03118160367012024, 0.03059202805161476, 0.03013865277171135, 0.029710574075579643, 0.029227064922451973, 0.028861932456493378, 0.028483830392360687, 0.028286850079894066, 0.0282778088003397, 0.02845279686152935, 0.02819734252989292, 0.028108444064855576, 0.0281197652220726, 0.028305185958743095, 0.0278890710324049, 0.027191266417503357, 0.025884557515382767, 0.024305522441864014, 0.02247922122478485
PPFD Spectrum, 0.0, 0.0, 0.12007337063550949, 0.1316411942243576, 0.14281481504440308, 0.15338167548179626, 0.1633072793483734, 0.1695985496044159, 0.17212942242622375, 0.17502444982528687, 0.18082791566848755, 0.18908411264419556, 0.2004682570695877, 0.21044988930225372, 0.21836766600608826, 0.22350303828716278, 0.2233590930700302, 0.21905022859573364, 0.2113610804080963, 0.20377729833126068, 0.19893409311771393, 0.19723571836948395, 0.19857148826122284, 0.2025250345468521, 0.20853984355926514, 0.21369385719299316, 0.21619227528572083, 0.2160555124282837, 0.21395491063594818, 0.21162188053131104, 0.21050956845283508, 0.211370050907135, 0.21432770788669586, 0.21770571172237396, 0.2177710235118866, 0.21356423199176788, 0.20702172815799713, 0.20055337250232697, 0.1953604519367218, 0.19296246767044067, 0.19270724058151245, 0.19426223635673523, 0.1955692321062088, 0.19709302484989166, 0.1979846954345703, 0.19817833602428436, 0.19685953855514526, 0.19389937818050385, 0.1911935657262802, 0.18978995084762573, 0.18878571689128876, 0.18769672513008118, 0.1867140829563141, 0.18526405096054077, 0.18305714428424835, 0.1790228933095932, 0.17465439438819885, 0.17263081669807434, 0.1713322103023529, 0.1701405793428421, 0.1685934066772461, 0.1676936000585556, 0.16668736934661865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Photopic Lux, 3232
Cyanopic Lux, 3739
Melanopic Lux, 3681
Rhodopic Lux, 3612
Chloropic Lux, 3401
Erythropic Lux, 3202
PPFD, 59
PPFD-R, 19
PPFD-G, 22
PPFD-B, 20
CCT, 7130
CRI, 99
XYZ, 3067, 3232, 3804
xy, 0.3036, 0.3199
uv, 0.1949, 0.4620

File Name, test_jesse thuis 
Device Address, FD:F6:CE:B9:1D:66
Sensor ID, C9-96-74-54-73
Modify Time, 2020-04-13 13:46:54
Is Saturate, not
Integration Time(ms), 3.315
Wavelength, 390, 395, 400, 405, 410, 415, 420, 425, 430, 435, 440, 445, 450, 455, 460, 465, 470, 475, 480, 485, 490, 495, 500, 505, 510, 515, 520, 525, 530, 535, 540, 545, 550, 555, 560, 565, 570, 575, 580, 585, 590, 595, 600, 605, 610, 615, 620, 625, 630, 635, 640, 645, 650, 655, 660, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 715, 720, 725, 730, 735, 740, 745, 750, 755, 760
Spectrum, 0.027941927313804626, 0.029150772839784622, 0.031078411266207695, 0.03300708904862404, 0.03487476333975792, 0.036583349108695984, 0.03804488852620125, 0.03891127556562424, 0.03920895978808403, 0.03955375403165817, 0.04041093960404396, 0.0418381504714489, 0.04350152611732483, 0.044744499027729034, 0.0452762134373188, 0.04512552171945572, 0.043869055807590485, 0.042044248431921005, 0.03985849395394325, 0.03798442706465721, 0.03682861104607582, 0.03627648204565048, 0.03622115030884743, 0.03653644397854805, 0.036972735077142715, 0.037168800830841064, 0.03706089407205582, 0.03677631542086601, 0.03644980490207672, 0.0361236110329628, 0.035639919340610504, 0.034869804978370667, 0.0340256467461586, 0.033310405910015106, 0.03258495032787323, 0.03183799237012863, 0.03119300678372383, 0.030662138015031815, 0.030168913304805756, 0.02951611392199993, 0.028738228604197502, 0.028052404522895813, 0.02740824967622757, 0.027137473225593567, 0.027147000655531883, 0.02695833146572113, 0.026736367493867874, 0.026270464062690735, 0.02603319101035595, 0.025735683739185333, 0.02527059055864811, 0.0246288999915123, 0.023769807070493698, 0.022829093039035797, 0.021953515708446503, 0.02135436050593853, 0.020998260006308556, 0.020933283492922783, 0.020866552367806435, 0.020808279514312744, 0.020766478031873703, 0.02081986330449581, 0.020728768780827522, 0.02047361247241497, 0.020205572247505188, 0.01979917287826538, 0.01918383128941059, 0.01866861619055271, 0.018353229388594627, 0.01834534853696823, 0.018343821167945862, 0.01852746680378914, 0.01819847896695137, 0.017751187086105347, 0.0170601699501276
PPFD Spectrum, 0.0, 0.0, 0.10392620414495468, 0.11175540089607239, 0.11953673511743546, 0.12692226469516754, 0.1335832178592682, 0.13825176656246185, 0.1409483700990677, 0.14384117722511292, 0.14864760637283325, 0.15564629435539246, 0.16365274786949158, 0.17019912600517273, 0.17411421239376068, 0.17542095482349396, 0.1723702996969223, 0.16695770621299744, 0.15994416177272797, 0.15401165187358856, 0.15086472034454346, 0.1501193344593048, 0.15140441060066223, 0.15424956381320953, 0.15763695538043976, 0.16002655029296875, 0.16111111640930176, 0.16141125559806824, 0.16150179505348206, 0.16156646609306335, 0.16089285910129547, 0.1588738113641739, 0.15644992887973785, 0.15455362200737, 0.15254969894886017, 0.1503835767507553, 0.14864091575145721, 0.1473928987979889, 0.14628303050994873, 0.1443515121936798, 0.14174844324588776, 0.13953827321529388, 0.1374797821044922, 0.13725590705871582, 0.1384388506412506, 0.1386035680770874, 0.13857993483543396, 0.13726317882537842, 0.1371116042137146, 0.1366204470396042, 0.13520777225494385, 0.13280396163463593, 0.12916512787342072, 0.12500755488872528, 0.12113071978092194, 0.11871743202209473, 0.11761545389890671, 0.1181265190243721, 0.11862217634916306, 0.11916069686412811, 0.11978935450315475, 0.1209675669670105, 0.12130475789308548, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Photopic Lux, 2373
Cyanopic Lux, 3002
Melanopic Lux, 2836
Rhodopic Lux, 2758
Chloropic Lux, 2536
Erythropic Lux, 2353
PPFD, 44
PPFD-R, 13
PPFD-G, 16
PPFD-B, 16
CCT, 7955
CRI, 99
XYZ, 2260, 2373, 3047
xy, 0.2943, 0.3090
uv, 0.1923, 0.4544

File Name, test_jesse thuis 
Device Address, FD:F6:CE:B9:1D:66
Sensor ID, C9-96-74-54-73
Modify Time, 2020-04-13 13:47:24
Is Saturate, not
Integration Time(ms), 54.387
Wavelength, 390, 395, 400, 405, 410, 415, 420, 425, 430, 435, 440, 445, 450, 455, 460, 465, 470, 475, 480, 485, 490, 495, 500, 505, 510, 515, 520, 525, 530, 535, 540, 545, 550, 555, 560, 565, 570, 575, 580, 585, 590, 595, 600, 605, 610, 615, 620, 625, 630, 635, 640, 645, 650, 655, 660, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 715, 720, 725, 730, 735, 740, 745, 750, 755, 760
Spectrum, 0.0014302580384537578, 0.0015608972171321511, 0.0017292398260906339, 0.0018739356892183423, 0.0019824563059955835, 0.002082355087623, 0.0021741315722465515, 0.0022160515654832125, 0.002241538604721427, 0.0023072948679327965, 0.002408218802884221, 0.0025067231617867947, 0.0025964940432459116, 0.0026676724664866924, 0.0027073503006249666, 0.0027187091764062643, 0.00266814767383039, 0.002556812483817339, 0.002392623806372285, 0.002210648963227868, 0.0020656816195696592, 0.001987002557143569, 0.0019847217481583357, 0.002059377497062087, 0.002184382639825344, 0.0023044231347739697, 0.0023623663000762463, 0.0023518868256360292, 0.002294350415468216, 0.0022330970969051123, 0.002193202031776309, 0.0021851069759577513, 0.0022061618510633707, 0.0022399688605219126, 0.002243726048618555, 0.0022084249649196863, 0.0021497386042028666, 0.002083671046420932, 0.0020048918668180704, 0.0019231658661738038, 0.0018583617638796568, 0.0018288143910467625, 0.0018375213257968426, 0.0018857286777347326, 0.0019380138255655766, 0.0019369757501408458, 0.001896722475066781, 0.0018275162437930703, 0.001773722586221993, 0.0017452010652050376, 0.00174258544575423, 0.0017623903695493937, 0.001764580956660211, 0.0017503972630947828, 0.0017191703664138913, 0.0016896713059395552, 0.0016748051857575774, 0.0016676931409165263, 0.0016406828071922064, 0.0015975123969838023, 0.0015521758468821645, 0.001541390549391508, 0.0015520317247137427, 0.001574675552546978, 0.0015783692942932248, 0.0015472077066078782, 0.0014681617030873895, 0.0014297148445621133, 0.0014231816167011857, 0.001472724718041718, 0.0015078096184879541, 0.0015116764698177576, 0.0014975013909861445, 0.0014716698788106441, 0.0014546799939125776
PPFD Spectrum, 0.0, 0.0, 0.005782578140497208, 0.0063447714783251286, 0.006795067340135574, 0.007224522531032562, 0.007633810862898827, 0.007873631082475185, 0.008057883009314537, 0.008390708826482296, 0.008858392015099525, 0.009325511753559113, 0.009768011048436165, 0.010147292166948318, 0.010411386378109455, 0.010568710044026375, 0.01048368588089943, 0.010153102688491344, 0.009601120837032795, 0.008963297121226788, 0.00846185814589262, 0.008222614414989948, 0.008296136744320393, 0.008694279938936234, 0.00931333377957344, 0.009921463206410408, 0.010269679129123688, 0.010322431102395058, 0.010165807791054249, 0.009987750090658665, 0.00990099087357521, 0.009955784305930138, 0.010143931955099106, 0.010393007658421993, 0.010504228062927723, 0.010431274771690369, 0.010243934579193592, 0.01001620665192604, 0.009721320122480392, 0.009405435062944889, 0.00916618388146162, 0.009096888825297356, 0.009217007085680962, 0.009537638165056705, 0.009883095510303974, 0.009958767332136631, 0.009831092320382595, 0.009548772126436234, 0.009341842494904995, 0.009264574386179447, 0.009323528967797756, 0.009503161534667015, 0.009588733315467834, 0.009584825485944748, 0.009485694579780102, 0.009393558837473392, 0.009380918927490711, 0.009410792030394077, 0.009326953440904617, 0.009148314595222473, 0.008953571319580078, 0.008955786935985088, 0.009082489646971226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Photopic Lux, 154
Cyanopic Lux, 177
Melanopic Lux, 169
Rhodopic Lux, 167
Chloropic Lux, 160
Erythropic Lux, 153
PPFD, 3
PPFD-R, 1
PPFD-G, 1
PPFD-B, 1
CCT, 6813
CRI, 98
XYZ, 149, 154, 179
xy, 0.3088, 0.3195
uv, 0.1987, 0.4626

File Name, test_jesse thuis 
Device Address, FD:F6:CE:B9:1D:66
Sensor ID, C9-96-74-54-73
Modify Time, 2020-04-13 13:47:54
Is Saturate, not
Integration Time(ms), 42.531
Wavelength, 390, 395, 400, 405, 410, 415, 420, 425, 430, 435, 440, 445, 450, 455, 460, 465, 470, 475, 480, 485, 490, 495, 500, 505, 510, 515, 520, 525, 530, 535, 540, 545, 550, 555, 560, 565, 570, 575, 580, 585, 590, 595, 600, 605, 610, 615, 620, 625, 630, 635, 640, 645, 650, 655, 660, 665, 670, 675, 680, 685, 690, 695, 700, 705, 710, 715, 720, 725, 730, 735, 740, 745, 750, 755, 760
Spectrum, 0.0015328042209148407, 0.0016506985994055867, 0.0018176869489252567, 0.0019735528621822596, 0.0021021233405917883, 0.002230447018519044, 0.002358380937948823, 0.002443767385557294, 0.002507043769583106, 0.0026076952926814556, 0.0027436204254627228, 0.0028627668507397175, 0.0029860935173928738, 0.0030705761164426804, 0.0031119186896830797, 0.0031205727718770504, 0.00306136067956686, 0.0029341860208660364, 0.002760474570095539, 0.0025966675020754337, 0.0024885584134608507, 0.0024425890296697617, 0.002464237157255411, 0.002542494796216488, 0.0026547519955784082, 0.0027637246530503035, 0.0028320488054305315, 0.0028653275221586227, 0.002862611087039113, 0.0028353803791105747, 0.002792828483507037, 0.0027583246119320393, 0.00275214621797204, 0.0027605274226516485, 0.002748776925727725, 0.0027125508058816195, 0.0026654780376702547, 0.0026189826894551516, 0.002556565683335066, 0.002476022345945239, 0.002396042225882411, 0.002348831854760647, 0.002340946812182665, 0.002379835583269596, 0.0024312366731464863, 0.0024284806568175554, 0.0023853699676692486, 0.002312560100108385, 0.002260692184790969, 0.002232820028439164, 0.002221776405349374, 0.0022253163624554873, 0.0022130014840513468, 0.0022014270070940256, 0.002190534956753254, 0.002181888557970524, 0.0021665252279490232, 0.0021391708869487047, 0.0020841145887970924, 0.0020181394647806883, 0.0019670180045068264, 0.0019703516736626625, 0.002006604801863432, 0.002049426781013608, 0.00206477427855134, 0.0020422255620360374, 0.0019770143553614616, 0.0019353076349943876, 0.0019266830058768392, 0.001976750558242202, 0.002001320943236351, 0.001991612371057272, 0.0019405112834647298, 0.001895114197395742, 0.001846247585490346
PPFD Spectrum, 0.0, 0.0, 0.006078345235437155, 0.0066820550709962845, 0.007205238100141287, 0.00773831270635128, 0.008280747570097446, 0.008682705461978912, 0.009012321010231972, 0.009483144618570805, 0.010092133656144142, 0.010650064796209335, 0.011233683675527573, 0.011679857037961483, 0.011967194266617298, 0.012130914255976677, 0.012028698809444904, 0.011651652865111828, 0.011077232658863068, 0.010528448037803173, 0.01019413024187088, 0.010107922367751598, 0.010300511494278908, 0.01073390431702137, 0.01131880097091198, 0.011898940429091454, 0.012311482802033424, 0.012575922533869743, 0.012683656997978687, 0.012681522406637669, 0.012607945129275322, 0.012567478232085705, 0.01265436876565218, 0.012808294966816902, 0.012868674471974373, 0.012812462635338306, 0.01270153559744358, 0.012589449994266033, 0.012396275997161865, 0.012109234929084778, 0.011818238534033298, 0.01168355904519558, 0.011742189526557922, 0.012036732397973537, 0.012398334220051765, 0.012485790066421032, 0.012363849207758904, 0.012083126232028008, 0.01190661359578371, 0.011853148229420185, 0.011887392029166222, 0.011999350972473621, 0.012025450356304646, 0.012054573744535446, 0.012086495757102966, 0.012129991315305233, 0.012135141529142857, 0.012071341276168823, 0.011847774498164654, 0.011557077057659626, 0.011346546933054924, 0.01144813746213913, 0.011742651462554932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
Photopic Lux, 192
Cyanopic Lux, 202
Melanopic Lux, 201
Rhodopic Lux, 200
Chloropic Lux, 196
Erythropic Lux, 190
PPFD, 3
PPFD-R, 1
PPFD-G, 1
PPFD-B, 1
CCT, 6290
CRI, 98
XYZ, 184, 192, 206
xy, 0.3166, 0.3297
uv, 0.2003, 0.4693

